id,gender,race,age,path,file,FullPath,Path,Mask,Age,Gender,Class,ClassMask,ClassGender,ClassAge
000002,female,Asian,52,000002_female_Asian_52,mask4,/opt/ml/input/data/train/images/000002_female_Asian_52/mask4.jpg,000002_female_Asian_52/mask4.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000002,female,Asian,52,000002_female_Asian_52,mask5,/opt/ml/input/data/train/images/000002_female_Asian_52/mask5.jpg,000002_female_Asian_52/mask5.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000002,female,Asian,52,000002_female_Asian_52,normal,/opt/ml/input/data/train/images/000002_female_Asian_52/normal.jpg,000002_female_Asian_52/normal.jpg,Not Wear,>= 30 and < 60,Female,16,2.0,1.0,1.0
000002,female,Asian,52,000002_female_Asian_52,incorrect_mask,/opt/ml/input/data/train/images/000002_female_Asian_52/incorrect_mask.jpg,000002_female_Asian_52/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10,1.0,1.0,1.0
000004,male,Asian,54,000004_male_Asian_54,mask1,/opt/ml/input/data/train/images/000004_male_Asian_54/mask1.jpg,000004_male_Asian_54/mask1.jpg,Wear,>= 30 and < 60,Male,1,0.0,0.0,1.0
000004,male,Asian,54,000004_male_Asian_54,mask2,/opt/ml/input/data/train/images/000004_male_Asian_54/mask2.jpg,000004_male_Asian_54/mask2.jpg,Wear,>= 30 and < 60,Male,1,0.0,0.0,1.0
000004,male,Asian,54,000004_male_Asian_54,mask3,/opt/ml/input/data/train/images/000004_male_Asian_54/mask3.jpg,000004_male_Asian_54/mask3.jpg,Wear,>= 30 and < 60,Male,1,0.0,0.0,1.0
000004,male,Asian,54,000004_male_Asian_54,mask4,/opt/ml/input/data/train/images/000004_male_Asian_54/mask4.jpg,000004_male_Asian_54/mask4.jpg,Wear,>= 30 and < 60,Male,1,0.0,0.0,1.0
000004,male,Asian,54,000004_male_Asian_54,mask5,/opt/ml/input/data/train/images/000004_male_Asian_54/mask5.jpg,000004_male_Asian_54/mask5.jpg,Wear,>= 30 and < 60,Male,1,0.0,0.0,1.0
000004,male,Asian,54,000004_male_Asian_54,normal,/opt/ml/input/data/train/images/000004_male_Asian_54/normal.jpg,000004_male_Asian_54/normal.jpg,Not Wear,>= 30 and < 60,Male,13,2.0,0.0,1.0
000004,male,Asian,54,000004_male_Asian_54,incorrect_mask,/opt/ml/input/data/train/images/000004_male_Asian_54/incorrect_mask.jpg,000004_male_Asian_54/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Male,7,1.0,0.0,1.0
000005,female,Asian,58,000005_female_Asian_58,mask1,/opt/ml/input/data/train/images/000005_female_Asian_58/mask1.jpg,000005_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000005,female,Asian,58,000005_female_Asian_58,mask2,/opt/ml/input/data/train/images/000005_female_Asian_58/mask2.jpg,000005_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000005,female,Asian,58,000005_female_Asian_58,mask3,/opt/ml/input/data/train/images/000005_female_Asian_58/mask3.jpg,000005_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000005,female,Asian,58,000005_female_Asian_58,mask4,/opt/ml/input/data/train/images/000005_female_Asian_58/mask4.jpg,000005_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000005,female,Asian,58,000005_female_Asian_58,mask5,/opt/ml/input/data/train/images/000005_female_Asian_58/mask5.jpg,000005_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000005,female,Asian,58,000005_female_Asian_58,normal,/opt/ml/input/data/train/images/000005_female_Asian_58/normal.jpg,000005_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16,2.0,1.0,1.0
000005,female,Asian,58,000005_female_Asian_58,incorrect_mask,/opt/ml/input/data/train/images/000005_female_Asian_58/incorrect_mask.jpg,000005_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10,1.0,1.0,1.0
000006,female,Asian,59,000006_female_Asian_59,mask1,/opt/ml/input/data/train/images/000006_female_Asian_59/mask1.jpg,000006_female_Asian_59/mask1.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000006,female,Asian,59,000006_female_Asian_59,mask2,/opt/ml/input/data/train/images/000006_female_Asian_59/mask2.jpg,000006_female_Asian_59/mask2.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000006,female,Asian,59,000006_female_Asian_59,mask3,/opt/ml/input/data/train/images/000006_female_Asian_59/mask3.jpg,000006_female_Asian_59/mask3.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000006,female,Asian,59,000006_female_Asian_59,mask4,/opt/ml/input/data/train/images/000006_female_Asian_59/mask4.jpg,000006_female_Asian_59/mask4.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000006,female,Asian,59,000006_female_Asian_59,mask5,/opt/ml/input/data/train/images/000006_female_Asian_59/mask5.jpg,000006_female_Asian_59/mask5.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000006,female,Asian,59,000006_female_Asian_59,normal,/opt/ml/input/data/train/images/000006_female_Asian_59/normal.jpg,000006_female_Asian_59/normal.jpg,Not Wear,>= 30 and < 60,Female,16,2.0,1.0,1.0
000006,female,Asian,59,000006_female_Asian_59,incorrect_mask,/opt/ml/input/data/train/images/000006_female_Asian_59/incorrect_mask.jpg,000006_female_Asian_59/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10,1.0,1.0,1.0
000007,female,Asian,58,000007_female_Asian_58,mask1,/opt/ml/input/data/train/images/000007_female_Asian_58/mask1.jpg,000007_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000007,female,Asian,58,000007_female_Asian_58,mask2,/opt/ml/input/data/train/images/000007_female_Asian_58/mask2.jpg,000007_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000007,female,Asian,58,000007_female_Asian_58,mask3,/opt/ml/input/data/train/images/000007_female_Asian_58/mask3.jpg,000007_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000007,female,Asian,58,000007_female_Asian_58,mask4,/opt/ml/input/data/train/images/000007_female_Asian_58/mask4.jpg,000007_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000007,female,Asian,58,000007_female_Asian_58,mask5,/opt/ml/input/data/train/images/000007_female_Asian_58/mask5.jpg,000007_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000007,female,Asian,58,000007_female_Asian_58,normal,/opt/ml/input/data/train/images/000007_female_Asian_58/normal.jpg,000007_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16,2.0,1.0,1.0
000007,female,Asian,58,000007_female_Asian_58,incorrect_mask,/opt/ml/input/data/train/images/000007_female_Asian_58/incorrect_mask.jpg,000007_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10,1.0,1.0,1.0
000008,female,Asian,58,000008_female_Asian_58,mask1,/opt/ml/input/data/train/images/000008_female_Asian_58/mask1.jpg,000008_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000008,female,Asian,58,000008_female_Asian_58,mask2,/opt/ml/input/data/train/images/000008_female_Asian_58/mask2.jpg,000008_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000008,female,Asian,58,000008_female_Asian_58,mask3,/opt/ml/input/data/train/images/000008_female_Asian_58/mask3.jpg,000008_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000008,female,Asian,58,000008_female_Asian_58,mask4,/opt/ml/input/data/train/images/000008_female_Asian_58/mask4.jpg,000008_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000008,female,Asian,58,000008_female_Asian_58,mask5,/opt/ml/input/data/train/images/000008_female_Asian_58/mask5.jpg,000008_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000008,female,Asian,58,000008_female_Asian_58,normal,/opt/ml/input/data/train/images/000008_female_Asian_58/normal.jpg,000008_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16,2.0,1.0,1.0
000008,female,Asian,58,000008_female_Asian_58,incorrect_mask,/opt/ml/input/data/train/images/000008_female_Asian_58/incorrect_mask.jpg,000008_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10,1.0,1.0,1.0
000009,female,Asian,56,000009_female_Asian_56,mask1,/opt/ml/input/data/train/images/000009_female_Asian_56/mask1.jpg,000009_female_Asian_56/mask1.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000009,female,Asian,56,000009_female_Asian_56,mask2,/opt/ml/input/data/train/images/000009_female_Asian_56/mask2.jpg,000009_female_Asian_56/mask2.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000009,female,Asian,56,000009_female_Asian_56,mask3,/opt/ml/input/data/train/images/000009_female_Asian_56/mask3.jpg,000009_female_Asian_56/mask3.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000009,female,Asian,56,000009_female_Asian_56,mask4,/opt/ml/input/data/train/images/000009_female_Asian_56/mask4.jpg,000009_female_Asian_56/mask4.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000009,female,Asian,56,000009_female_Asian_56,mask5,/opt/ml/input/data/train/images/000009_female_Asian_56/mask5.jpg,000009_female_Asian_56/mask5.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000009,female,Asian,56,000009_female_Asian_56,normal,/opt/ml/input/data/train/images/000009_female_Asian_56/normal.jpg,000009_female_Asian_56/normal.jpg,Not Wear,>= 30 and < 60,Female,16,2.0,1.0,1.0
000009,female,Asian,56,000009_female_Asian_56,incorrect_mask,/opt/ml/input/data/train/images/000009_female_Asian_56/incorrect_mask.jpg,000009_female_Asian_56/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10,1.0,1.0,1.0
000010,female,Asian,58,000010_female_Asian_58,mask1,/opt/ml/input/data/train/images/000010_female_Asian_58/mask1.jpg,000010_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000010,female,Asian,58,000010_female_Asian_58,mask2,/opt/ml/input/data/train/images/000010_female_Asian_58/mask2.jpg,000010_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000010,female,Asian,58,000010_female_Asian_58,mask3,/opt/ml/input/data/train/images/000010_female_Asian_58/mask3.jpg,000010_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000010,female,Asian,58,000010_female_Asian_58,mask4,/opt/ml/input/data/train/images/000010_female_Asian_58/mask4.jpg,000010_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000010,female,Asian,58,000010_female_Asian_58,mask5,/opt/ml/input/data/train/images/000010_female_Asian_58/mask5.jpg,000010_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000010,female,Asian,58,000010_female_Asian_58,normal,/opt/ml/input/data/train/images/000010_female_Asian_58/normal.jpg,000010_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16,2.0,1.0,1.0
000010,female,Asian,58,000010_female_Asian_58,incorrect_mask,/opt/ml/input/data/train/images/000010_female_Asian_58/incorrect_mask.jpg,000010_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10,1.0,1.0,1.0
000012,male,Asian,57,000012_male_Asian_57,mask1,/opt/ml/input/data/train/images/000012_male_Asian_57/mask1.jpg,000012_male_Asian_57/mask1.jpg,Wear,>= 30 and < 60,Male,1,0.0,0.0,1.0
000012,male,Asian,57,000012_male_Asian_57,mask2,/opt/ml/input/data/train/images/000012_male_Asian_57/mask2.jpg,000012_male_Asian_57/mask2.jpg,Wear,>= 30 and < 60,Male,1,0.0,0.0,1.0
000012,male,Asian,57,000012_male_Asian_57,mask3,/opt/ml/input/data/train/images/000012_male_Asian_57/mask3.jpg,000012_male_Asian_57/mask3.jpg,Wear,>= 30 and < 60,Male,1,0.0,0.0,1.0
000012,male,Asian,57,000012_male_Asian_57,mask4,/opt/ml/input/data/train/images/000012_male_Asian_57/mask4.jpg,000012_male_Asian_57/mask4.jpg,Wear,>= 30 and < 60,Male,1,0.0,0.0,1.0
000012,male,Asian,57,000012_male_Asian_57,mask5,/opt/ml/input/data/train/images/000012_male_Asian_57/mask5.jpg,000012_male_Asian_57/mask5.jpg,Wear,>= 30 and < 60,Male,1,0.0,0.0,1.0
000012,male,Asian,57,000012_male_Asian_57,normal,/opt/ml/input/data/train/images/000012_male_Asian_57/normal.jpg,000012_male_Asian_57/normal.jpg,Not Wear,>= 30 and < 60,Male,13,2.0,0.0,1.0
000012,male,Asian,57,000012_male_Asian_57,incorrect_mask,/opt/ml/input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg,000012_male_Asian_57/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Male,7,1.0,0.0,1.0
000014,female,Asian,58,000014_female_Asian_58,mask1,/opt/ml/input/data/train/images/000014_female_Asian_58/mask1.jpg,000014_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000014,female,Asian,58,000014_female_Asian_58,mask2,/opt/ml/input/data/train/images/000014_female_Asian_58/mask2.jpg,000014_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000014,female,Asian,58,000014_female_Asian_58,mask3,/opt/ml/input/data/train/images/000014_female_Asian_58/mask3.jpg,000014_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000014,female,Asian,58,000014_female_Asian_58,mask4,/opt/ml/input/data/train/images/000014_female_Asian_58/mask4.jpg,000014_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000014,female,Asian,58,000014_female_Asian_58,mask5,/opt/ml/input/data/train/images/000014_female_Asian_58/mask5.jpg,000014_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000014,female,Asian,58,000014_female_Asian_58,normal,/opt/ml/input/data/train/images/000014_female_Asian_58/normal.jpg,000014_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16,2.0,1.0,1.0
000014,female,Asian,58,000014_female_Asian_58,incorrect_mask,/opt/ml/input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,000014_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10,1.0,1.0,1.0
000015,male,Asian,55,000015_male_Asian_55,mask1,/opt/ml/input/data/train/images/000015_male_Asian_55/mask1.jpg,000015_male_Asian_55/mask1.jpg,Wear,>= 30 and < 60,Male,1,0.0,0.0,1.0
000015,male,Asian,55,000015_male_Asian_55,mask2,/opt/ml/input/data/train/images/000015_male_Asian_55/mask2.jpg,000015_male_Asian_55/mask2.jpg,Wear,>= 30 and < 60,Male,1,0.0,0.0,1.0
000015,male,Asian,55,000015_male_Asian_55,mask3,/opt/ml/input/data/train/images/000015_male_Asian_55/mask3.jpg,000015_male_Asian_55/mask3.jpg,Wear,>= 30 and < 60,Male,1,0.0,0.0,1.0
000015,male,Asian,55,000015_male_Asian_55,mask4,/opt/ml/input/data/train/images/000015_male_Asian_55/mask4.jpg,000015_male_Asian_55/mask4.jpg,Wear,>= 30 and < 60,Male,1,0.0,0.0,1.0
000015,male,Asian,55,000015_male_Asian_55,mask5,/opt/ml/input/data/train/images/000015_male_Asian_55/mask5.jpg,000015_male_Asian_55/mask5.jpg,Wear,>= 30 and < 60,Male,1,0.0,0.0,1.0
000015,male,Asian,55,000015_male_Asian_55,normal,/opt/ml/input/data/train/images/000015_male_Asian_55/normal.jpg,000015_male_Asian_55/normal.jpg,Not Wear,>= 30 and < 60,Male,13,2.0,0.0,1.0
000015,male,Asian,55,000015_male_Asian_55,incorrect_mask,/opt/ml/input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,000015_male_Asian_55/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Male,7,1.0,0.0,1.0
000016,female,Asian,58,000016_female_Asian_58,mask1,/opt/ml/input/data/train/images/000016_female_Asian_58/mask1.jpg,000016_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000016,female,Asian,58,000016_female_Asian_58,mask2,/opt/ml/input/data/train/images/000016_female_Asian_58/mask2.jpg,000016_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000016,female,Asian,58,000016_female_Asian_58,mask3,/opt/ml/input/data/train/images/000016_female_Asian_58/mask3.jpg,000016_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000016,female,Asian,58,000016_female_Asian_58,mask4,/opt/ml/input/data/train/images/000016_female_Asian_58/mask4.jpg,000016_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000016,female,Asian,58,000016_female_Asian_58,mask5,/opt/ml/input/data/train/images/000016_female_Asian_58/mask5.jpg,000016_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000016,female,Asian,58,000016_female_Asian_58,normal,/opt/ml/input/data/train/images/000016_female_Asian_58/normal.jpg,000016_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16,2.0,1.0,1.0
000016,female,Asian,58,000016_female_Asian_58,incorrect_mask,/opt/ml/input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,000016_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10,1.0,1.0,1.0
000018,female,Asian,59,000018_female_Asian_59,mask1,/opt/ml/input/data/train/images/000018_female_Asian_59/mask1.jpg,000018_female_Asian_59/mask1.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000018,female,Asian,59,000018_female_Asian_59,mask2,/opt/ml/input/data/train/images/000018_female_Asian_59/mask2.jpg,000018_female_Asian_59/mask2.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000018,female,Asian,59,000018_female_Asian_59,mask3,/opt/ml/input/data/train/images/000018_female_Asian_59/mask3.jpg,000018_female_Asian_59/mask3.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000018,female,Asian,59,000018_female_Asian_59,mask4,/opt/ml/input/data/train/images/000018_female_Asian_59/mask4.jpg,000018_female_Asian_59/mask4.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000018,female,Asian,59,000018_female_Asian_59,mask5,/opt/ml/input/data/train/images/000018_female_Asian_59/mask5.jpg,000018_female_Asian_59/mask5.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000018,female,Asian,59,000018_female_Asian_59,normal,/opt/ml/input/data/train/images/000018_female_Asian_59/normal.jpg,000018_female_Asian_59/normal.jpg,Not Wear,>= 30 and < 60,Female,16,2.0,1.0,1.0
000018,female,Asian,59,000018_female_Asian_59,incorrect_mask,/opt/ml/input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg,000018_female_Asian_59/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10,1.0,1.0,1.0
000019,female,Asian,57,000019_female_Asian_57,mask1,/opt/ml/input/data/train/images/000019_female_Asian_57/mask1.jpg,000019_female_Asian_57/mask1.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000019,female,Asian,57,000019_female_Asian_57,mask2,/opt/ml/input/data/train/images/000019_female_Asian_57/mask2.jpg,000019_female_Asian_57/mask2.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000019,female,Asian,57,000019_female_Asian_57,mask3,/opt/ml/input/data/train/images/000019_female_Asian_57/mask3.jpg,000019_female_Asian_57/mask3.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000019,female,Asian,57,000019_female_Asian_57,mask4,/opt/ml/input/data/train/images/000019_female_Asian_57/mask4.jpg,000019_female_Asian_57/mask4.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000019,female,Asian,57,000019_female_Asian_57,mask5,/opt/ml/input/data/train/images/000019_female_Asian_57/mask5.jpg,000019_female_Asian_57/mask5.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000019,female,Asian,57,000019_female_Asian_57,normal,/opt/ml/input/data/train/images/000019_female_Asian_57/normal.jpg,000019_female_Asian_57/normal.jpg,Not Wear,>= 30 and < 60,Female,16,2.0,1.0,1.0
000019,female,Asian,57,000019_female_Asian_57,incorrect_mask,/opt/ml/input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg,000019_female_Asian_57/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10,1.0,1.0,1.0
000020,female,Asian,50,000020_female_Asian_50,mask1,/opt/ml/input/data/train/images/000020_female_Asian_50/mask1.jpg,000020_female_Asian_50/mask1.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000020,female,Asian,50,000020_female_Asian_50,mask2,/opt/ml/input/data/train/images/000020_female_Asian_50/mask2.jpg,000020_female_Asian_50/mask2.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000020,female,Asian,50,000020_female_Asian_50,mask3,/opt/ml/input/data/train/images/000020_female_Asian_50/mask3.jpg,000020_female_Asian_50/mask3.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000020,female,Asian,50,000020_female_Asian_50,mask4,/opt/ml/input/data/train/images/000020_female_Asian_50/mask4.jpg,000020_female_Asian_50/mask4.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000020,female,Asian,50,000020_female_Asian_50,mask5,/opt/ml/input/data/train/images/000020_female_Asian_50/mask5.jpg,000020_female_Asian_50/mask5.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000020,female,Asian,50,000020_female_Asian_50,normal,/opt/ml/input/data/train/images/000020_female_Asian_50/normal.jpg,000020_female_Asian_50/normal.jpg,Incorrect,>= 30 and < 60,Female,10,1.0,1.0,1.0
000020,female,Asian,50,000020_female_Asian_50,incorrect_mask,/opt/ml/input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg,000020_female_Asian_50/incorrect_mask.jpg,Not Wear,>= 30 and < 60,Female,16,2.0,1.0,1.0
000021,female,Asian,54,000021_female_Asian_54,mask1,/opt/ml/input/data/train/images/000021_female_Asian_54/mask1.jpg,000021_female_Asian_54/mask1.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000021,female,Asian,54,000021_female_Asian_54,mask2,/opt/ml/input/data/train/images/000021_female_Asian_54/mask2.jpg,000021_female_Asian_54/mask2.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000021,female,Asian,54,000021_female_Asian_54,mask3,/opt/ml/input/data/train/images/000021_female_Asian_54/mask3.jpg,000021_female_Asian_54/mask3.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000021,female,Asian,54,000021_female_Asian_54,mask4,/opt/ml/input/data/train/images/000021_female_Asian_54/mask4.jpg,000021_female_Asian_54/mask4.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000021,female,Asian,54,000021_female_Asian_54,mask5,/opt/ml/input/data/train/images/000021_female_Asian_54/mask5.jpg,000021_female_Asian_54/mask5.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000021,female,Asian,54,000021_female_Asian_54,normal,/opt/ml/input/data/train/images/000021_female_Asian_54/normal.jpg,000021_female_Asian_54/normal.jpg,Not Wear,>= 30 and < 60,Female,16,2.0,1.0,1.0
000021,female,Asian,54,000021_female_Asian_54,incorrect_mask,/opt/ml/input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg,000021_female_Asian_54/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10,1.0,1.0,1.0
000022,female,Asian,58,000022_female_Asian_58,mask1,/opt/ml/input/data/train/images/000022_female_Asian_58/mask1.jpg,000022_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000022,female,Asian,58,000022_female_Asian_58,mask2,/opt/ml/input/data/train/images/000022_female_Asian_58/mask2.jpg,000022_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000022,female,Asian,58,000022_female_Asian_58,mask3,/opt/ml/input/data/train/images/000022_female_Asian_58/mask3.jpg,000022_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000022,female,Asian,58,000022_female_Asian_58,mask4,/opt/ml/input/data/train/images/000022_female_Asian_58/mask4.jpg,000022_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
000022,female,Asian,58,000022_female_Asian_58,mask5,/opt/ml/input/data/train/images/000022_female_Asian_58/mask5.jpg,000022_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4,0.0,1.0,1.0
