,id,path,Mask,Age,Gender,Class
20,000004,/opt/ml/input/data/train/images/000004_male_Asian_54/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Male,7
21,000005,/opt/ml/input/data/train/images/000005_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4
22,000005,/opt/ml/input/data/train/images/000005_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4
23,000005,/opt/ml/input/data/train/images/000005_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4
24,000005,/opt/ml/input/data/train/images/000005_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4
25,000005,/opt/ml/input/data/train/images/000005_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4
26,000005,/opt/ml/input/data/train/images/000005_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16
27,000005,/opt/ml/input/data/train/images/000005_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
28,000006,/opt/ml/input/data/train/images/000006_female_Asian_59/mask1.jpg,Wear,>= 30 and < 60,Female,4
29,000006,/opt/ml/input/data/train/images/000006_female_Asian_59/mask2.jpg,Wear,>= 30 and < 60,Female,4
30,000006,/opt/ml/input/data/train/images/000006_female_Asian_59/mask3.jpg,Wear,>= 30 and < 60,Female,4
31,000006,/opt/ml/input/data/train/images/000006_female_Asian_59/mask4.jpg,Wear,>= 30 and < 60,Female,4
32,000006,/opt/ml/input/data/train/images/000006_female_Asian_59/mask5.jpg,Wear,>= 30 and < 60,Female,4
33,000006,/opt/ml/input/data/train/images/000006_female_Asian_59/normal.jpg,Not Wear,>= 30 and < 60,Female,16
34,000006,/opt/ml/input/data/train/images/000006_female_Asian_59/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
35,000007,/opt/ml/input/data/train/images/000007_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4
36,000007,/opt/ml/input/data/train/images/000007_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4
37,000007,/opt/ml/input/data/train/images/000007_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4
38,000007,/opt/ml/input/data/train/images/000007_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4
39,000007,/opt/ml/input/data/train/images/000007_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4
40,000007,/opt/ml/input/data/train/images/000007_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16
41,000007,/opt/ml/input/data/train/images/000007_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
42,000008,/opt/ml/input/data/train/images/000008_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4
43,000008,/opt/ml/input/data/train/images/000008_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4
44,000008,/opt/ml/input/data/train/images/000008_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4
45,000008,/opt/ml/input/data/train/images/000008_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4
46,000008,/opt/ml/input/data/train/images/000008_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4
47,000008,/opt/ml/input/data/train/images/000008_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16
48,000008,/opt/ml/input/data/train/images/000008_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
49,000009,/opt/ml/input/data/train/images/000009_female_Asian_56/mask1.jpg,Wear,>= 30 and < 60,Female,4
50,000009,/opt/ml/input/data/train/images/000009_female_Asian_56/mask2.jpg,Wear,>= 30 and < 60,Female,4
51,000009,/opt/ml/input/data/train/images/000009_female_Asian_56/mask3.jpg,Wear,>= 30 and < 60,Female,4
52,000009,/opt/ml/input/data/train/images/000009_female_Asian_56/mask4.jpg,Wear,>= 30 and < 60,Female,4
53,000009,/opt/ml/input/data/train/images/000009_female_Asian_56/mask5.jpg,Wear,>= 30 and < 60,Female,4
54,000009,/opt/ml/input/data/train/images/000009_female_Asian_56/normal.jpg,Not Wear,>= 30 and < 60,Female,16
55,000009,/opt/ml/input/data/train/images/000009_female_Asian_56/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
56,000010,/opt/ml/input/data/train/images/000010_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4
57,000010,/opt/ml/input/data/train/images/000010_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4
58,000010,/opt/ml/input/data/train/images/000010_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4
59,000010,/opt/ml/input/data/train/images/000010_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4
60,000010,/opt/ml/input/data/train/images/000010_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4
61,000010,/opt/ml/input/data/train/images/000010_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16
62,000010,/opt/ml/input/data/train/images/000010_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
63,000012,/opt/ml/input/data/train/images/000012_male_Asian_57/mask1.jpg,Wear,>= 30 and < 60,Male,1
64,000012,/opt/ml/input/data/train/images/000012_male_Asian_57/mask2.jpg,Wear,>= 30 and < 60,Male,1
65,000012,/opt/ml/input/data/train/images/000012_male_Asian_57/mask3.jpg,Wear,>= 30 and < 60,Male,1
66,000012,/opt/ml/input/data/train/images/000012_male_Asian_57/mask4.jpg,Wear,>= 30 and < 60,Male,1
67,000012,/opt/ml/input/data/train/images/000012_male_Asian_57/mask5.jpg,Wear,>= 30 and < 60,Male,1
68,000012,/opt/ml/input/data/train/images/000012_male_Asian_57/normal.jpg,Not Wear,>= 30 and < 60,Male,13
69,000012,/opt/ml/input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Male,7
70,000014,/opt/ml/input/data/train/images/000014_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4
71,000014,/opt/ml/input/data/train/images/000014_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4
72,000014,/opt/ml/input/data/train/images/000014_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4
73,000014,/opt/ml/input/data/train/images/000014_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4
74,000014,/opt/ml/input/data/train/images/000014_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4
75,000014,/opt/ml/input/data/train/images/000014_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16
76,000014,/opt/ml/input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
77,000015,/opt/ml/input/data/train/images/000015_male_Asian_55/mask1.jpg,Wear,>= 30 and < 60,Male,1
78,000015,/opt/ml/input/data/train/images/000015_male_Asian_55/mask2.jpg,Wear,>= 30 and < 60,Male,1
79,000015,/opt/ml/input/data/train/images/000015_male_Asian_55/mask3.jpg,Wear,>= 30 and < 60,Male,1
80,000015,/opt/ml/input/data/train/images/000015_male_Asian_55/mask4.jpg,Wear,>= 30 and < 60,Male,1
81,000015,/opt/ml/input/data/train/images/000015_male_Asian_55/mask5.jpg,Wear,>= 30 and < 60,Male,1
82,000015,/opt/ml/input/data/train/images/000015_male_Asian_55/normal.jpg,Not Wear,>= 30 and < 60,Male,13
83,000015,/opt/ml/input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Male,7
84,000016,/opt/ml/input/data/train/images/000016_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4
85,000016,/opt/ml/input/data/train/images/000016_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4
86,000016,/opt/ml/input/data/train/images/000016_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4
87,000016,/opt/ml/input/data/train/images/000016_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4
88,000016,/opt/ml/input/data/train/images/000016_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4
89,000016,/opt/ml/input/data/train/images/000016_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16
90,000016,/opt/ml/input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
91,000018,/opt/ml/input/data/train/images/000018_female_Asian_59/mask1.jpg,Wear,>= 30 and < 60,Female,4
92,000018,/opt/ml/input/data/train/images/000018_female_Asian_59/mask2.jpg,Wear,>= 30 and < 60,Female,4
93,000018,/opt/ml/input/data/train/images/000018_female_Asian_59/mask3.jpg,Wear,>= 30 and < 60,Female,4
94,000018,/opt/ml/input/data/train/images/000018_female_Asian_59/mask4.jpg,Wear,>= 30 and < 60,Female,4
95,000018,/opt/ml/input/data/train/images/000018_female_Asian_59/mask5.jpg,Wear,>= 30 and < 60,Female,4
96,000018,/opt/ml/input/data/train/images/000018_female_Asian_59/normal.jpg,Not Wear,>= 30 and < 60,Female,16
97,000018,/opt/ml/input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
98,000019,/opt/ml/input/data/train/images/000019_female_Asian_57/mask1.jpg,Wear,>= 30 and < 60,Female,4
99,000019,/opt/ml/input/data/train/images/000019_female_Asian_57/mask2.jpg,Wear,>= 30 and < 60,Female,4
100,000019,/opt/ml/input/data/train/images/000019_female_Asian_57/mask3.jpg,Wear,>= 30 and < 60,Female,4
101,000019,/opt/ml/input/data/train/images/000019_female_Asian_57/mask4.jpg,Wear,>= 30 and < 60,Female,4
102,000019,/opt/ml/input/data/train/images/000019_female_Asian_57/mask5.jpg,Wear,>= 30 and < 60,Female,4
103,000019,/opt/ml/input/data/train/images/000019_female_Asian_57/normal.jpg,Not Wear,>= 30 and < 60,Female,16
104,000019,/opt/ml/input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
105,000020,/opt/ml/input/data/train/images/000020_female_Asian_50/mask1.jpg,Wear,>= 30 and < 60,Female,4
106,000020,/opt/ml/input/data/train/images/000020_female_Asian_50/mask2.jpg,Wear,>= 30 and < 60,Female,4
107,000020,/opt/ml/input/data/train/images/000020_female_Asian_50/mask3.jpg,Wear,>= 30 and < 60,Female,4
108,000020,/opt/ml/input/data/train/images/000020_female_Asian_50/mask4.jpg,Wear,>= 30 and < 60,Female,4
109,000020,/opt/ml/input/data/train/images/000020_female_Asian_50/mask5.jpg,Wear,>= 30 and < 60,Female,4
110,000020,/opt/ml/input/data/train/images/000020_female_Asian_50/normal.jpg,Incorrect,>= 30 and < 60,Female,10
111,000020,/opt/ml/input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg,Not Wear,>= 30 and < 60,Female,16
112,000021,/opt/ml/input/data/train/images/000021_female_Asian_54/mask1.jpg,Wear,>= 30 and < 60,Female,4
113,000021,/opt/ml/input/data/train/images/000021_female_Asian_54/mask2.jpg,Wear,>= 30 and < 60,Female,4
114,000021,/opt/ml/input/data/train/images/000021_female_Asian_54/mask3.jpg,Wear,>= 30 and < 60,Female,4
115,000021,/opt/ml/input/data/train/images/000021_female_Asian_54/mask4.jpg,Wear,>= 30 and < 60,Female,4
116,000021,/opt/ml/input/data/train/images/000021_female_Asian_54/mask5.jpg,Wear,>= 30 and < 60,Female,4
117,000021,/opt/ml/input/data/train/images/000021_female_Asian_54/normal.jpg,Not Wear,>= 30 and < 60,Female,16
118,000021,/opt/ml/input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
119,000022,/opt/ml/input/data/train/images/000022_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4
120,000022,/opt/ml/input/data/train/images/000022_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4
121,000022,/opt/ml/input/data/train/images/000022_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4
122,000022,/opt/ml/input/data/train/images/000022_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4
123,000022,/opt/ml/input/data/train/images/000022_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4
124,000022,/opt/ml/input/data/train/images/000022_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16
125,000022,/opt/ml/input/data/train/images/000022_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
126,000023,/opt/ml/input/data/train/images/000023_female_Asian_55/mask1.jpg,Wear,>= 30 and < 60,Female,4
127,000023,/opt/ml/input/data/train/images/000023_female_Asian_55/mask2.jpg,Wear,>= 30 and < 60,Female,4
128,000023,/opt/ml/input/data/train/images/000023_female_Asian_55/mask3.jpg,Wear,>= 30 and < 60,Female,4
129,000023,/opt/ml/input/data/train/images/000023_female_Asian_55/mask4.jpg,Wear,>= 30 and < 60,Female,4
130,000023,/opt/ml/input/data/train/images/000023_female_Asian_55/mask5.jpg,Wear,>= 30 and < 60,Female,4
131,000023,/opt/ml/input/data/train/images/000023_female_Asian_55/normal.jpg,Not Wear,>= 30 and < 60,Female,16
132,000023,/opt/ml/input/data/train/images/000023_female_Asian_55/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
133,000024,/opt/ml/input/data/train/images/000024_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4
134,000024,/opt/ml/input/data/train/images/000024_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4
135,000024,/opt/ml/input/data/train/images/000024_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4
136,000024,/opt/ml/input/data/train/images/000024_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4
137,000024,/opt/ml/input/data/train/images/000024_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4
138,000024,/opt/ml/input/data/train/images/000024_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16
139,000024,/opt/ml/input/data/train/images/000024_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
140,000025,/opt/ml/input/data/train/images/000025_female_Asian_49/mask1.jpg,Wear,>= 30 and < 60,Female,4
141,000025,/opt/ml/input/data/train/images/000025_female_Asian_49/mask2.jpg,Wear,>= 30 and < 60,Female,4
142,000025,/opt/ml/input/data/train/images/000025_female_Asian_49/mask3.jpg,Wear,>= 30 and < 60,Female,4
143,000025,/opt/ml/input/data/train/images/000025_female_Asian_49/mask4.jpg,Wear,>= 30 and < 60,Female,4
144,000025,/opt/ml/input/data/train/images/000025_female_Asian_49/mask5.jpg,Wear,>= 30 and < 60,Female,4
145,000025,/opt/ml/input/data/train/images/000025_female_Asian_49/normal.jpg,Not Wear,>= 30 and < 60,Female,16
146,000025,/opt/ml/input/data/train/images/000025_female_Asian_49/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
147,000026,/opt/ml/input/data/train/images/000026_female_Asian_56/mask1.jpg,Wear,>= 30 and < 60,Female,4
148,000026,/opt/ml/input/data/train/images/000026_female_Asian_56/mask2.jpg,Wear,>= 30 and < 60,Female,4
149,000026,/opt/ml/input/data/train/images/000026_female_Asian_56/mask3.jpg,Wear,>= 30 and < 60,Female,4
150,000026,/opt/ml/input/data/train/images/000026_female_Asian_56/mask4.jpg,Wear,>= 30 and < 60,Female,4
151,000026,/opt/ml/input/data/train/images/000026_female_Asian_56/mask5.jpg,Wear,>= 30 and < 60,Female,4
152,000026,/opt/ml/input/data/train/images/000026_female_Asian_56/normal.jpg,Not Wear,>= 30 and < 60,Female,16
153,000026,/opt/ml/input/data/train/images/000026_female_Asian_56/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
154,000028,/opt/ml/input/data/train/images/000028_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4
155,000028,/opt/ml/input/data/train/images/000028_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4
156,000028,/opt/ml/input/data/train/images/000028_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4
157,000028,/opt/ml/input/data/train/images/000028_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4
158,000028,/opt/ml/input/data/train/images/000028_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4
159,000028,/opt/ml/input/data/train/images/000028_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16
160,000028,/opt/ml/input/data/train/images/000028_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
161,000029,/opt/ml/input/data/train/images/000029_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4
162,000029,/opt/ml/input/data/train/images/000029_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4
163,000029,/opt/ml/input/data/train/images/000029_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4
164,000029,/opt/ml/input/data/train/images/000029_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4
165,000029,/opt/ml/input/data/train/images/000029_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4
166,000029,/opt/ml/input/data/train/images/000029_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16
167,000029,/opt/ml/input/data/train/images/000029_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
168,000030,/opt/ml/input/data/train/images/000030_female_Asian_55/mask1.jpg,Wear,>= 30 and < 60,Female,4
169,000030,/opt/ml/input/data/train/images/000030_female_Asian_55/mask2.jpg,Wear,>= 30 and < 60,Female,4
170,000030,/opt/ml/input/data/train/images/000030_female_Asian_55/mask3.jpg,Wear,>= 30 and < 60,Female,4
171,000030,/opt/ml/input/data/train/images/000030_female_Asian_55/mask4.jpg,Wear,>= 30 and < 60,Female,4
172,000030,/opt/ml/input/data/train/images/000030_female_Asian_55/mask5.jpg,Wear,>= 30 and < 60,Female,4
173,000030,/opt/ml/input/data/train/images/000030_female_Asian_55/normal.jpg,Not Wear,>= 30 and < 60,Female,16
174,000030,/opt/ml/input/data/train/images/000030_female_Asian_55/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
175,000031,/opt/ml/input/data/train/images/000031_female_Asian_54/mask1.jpg,Wear,>= 30 and < 60,Female,4
176,000031,/opt/ml/input/data/train/images/000031_female_Asian_54/mask2.jpg,Wear,>= 30 and < 60,Female,4
177,000031,/opt/ml/input/data/train/images/000031_female_Asian_54/mask3.jpg,Wear,>= 30 and < 60,Female,4
178,000031,/opt/ml/input/data/train/images/000031_female_Asian_54/mask4.jpg,Wear,>= 30 and < 60,Female,4
179,000031,/opt/ml/input/data/train/images/000031_female_Asian_54/mask5.jpg,Wear,>= 30 and < 60,Female,4
180,000031,/opt/ml/input/data/train/images/000031_female_Asian_54/normal.jpg,Not Wear,>= 30 and < 60,Female,16
181,000031,/opt/ml/input/data/train/images/000031_female_Asian_54/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
182,000033,/opt/ml/input/data/train/images/000033_male_Asian_57/mask1.jpg,Wear,>= 30 and < 60,Male,1
183,000033,/opt/ml/input/data/train/images/000033_male_Asian_57/mask2.jpg,Wear,>= 30 and < 60,Male,1
184,000033,/opt/ml/input/data/train/images/000033_male_Asian_57/mask3.jpg,Wear,>= 30 and < 60,Male,1
185,000033,/opt/ml/input/data/train/images/000033_male_Asian_57/mask4.jpg,Wear,>= 30 and < 60,Male,1
186,000033,/opt/ml/input/data/train/images/000033_male_Asian_57/mask5.jpg,Wear,>= 30 and < 60,Male,1
187,000033,/opt/ml/input/data/train/images/000033_male_Asian_57/normal.jpg,Not Wear,>= 30 and < 60,Male,13
188,000033,/opt/ml/input/data/train/images/000033_male_Asian_57/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Male,7
189,000034,/opt/ml/input/data/train/images/000034_female_Asian_55/mask1.jpg,Wear,>= 30 and < 60,Female,4
190,000034,/opt/ml/input/data/train/images/000034_female_Asian_55/mask2.jpg,Wear,>= 30 and < 60,Female,4
191,000034,/opt/ml/input/data/train/images/000034_female_Asian_55/mask3.jpg,Wear,>= 30 and < 60,Female,4
192,000034,/opt/ml/input/data/train/images/000034_female_Asian_55/mask4.jpg,Wear,>= 30 and < 60,Female,4
193,000034,/opt/ml/input/data/train/images/000034_female_Asian_55/mask5.jpg,Wear,>= 30 and < 60,Female,4
194,000034,/opt/ml/input/data/train/images/000034_female_Asian_55/normal.jpg,Not Wear,>= 30 and < 60,Female,16
195,000034,/opt/ml/input/data/train/images/000034_female_Asian_55/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
196,000036,/opt/ml/input/data/train/images/000036_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4
197,000036,/opt/ml/input/data/train/images/000036_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4
198,000036,/opt/ml/input/data/train/images/000036_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4
199,000036,/opt/ml/input/data/train/images/000036_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4
200,000036,/opt/ml/input/data/train/images/000036_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4
201,000036,/opt/ml/input/data/train/images/000036_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16
202,000036,/opt/ml/input/data/train/images/000036_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
203,000037,/opt/ml/input/data/train/images/000037_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4
204,000037,/opt/ml/input/data/train/images/000037_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4
205,000037,/opt/ml/input/data/train/images/000037_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4
206,000037,/opt/ml/input/data/train/images/000037_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4
207,000037,/opt/ml/input/data/train/images/000037_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4
208,000037,/opt/ml/input/data/train/images/000037_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16
209,000037,/opt/ml/input/data/train/images/000037_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
210,000038,/opt/ml/input/data/train/images/000038_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4
211,000038,/opt/ml/input/data/train/images/000038_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4
212,000038,/opt/ml/input/data/train/images/000038_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4
213,000038,/opt/ml/input/data/train/images/000038_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4
214,000038,/opt/ml/input/data/train/images/000038_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4
215,000038,/opt/ml/input/data/train/images/000038_female_Asian_58/normal.jpg,Not Wear,>= 30 and < 60,Female,16
216,000038,/opt/ml/input/data/train/images/000038_female_Asian_58/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
217,000039,/opt/ml/input/data/train/images/000039_female_Asian_57/mask1.jpg,Wear,>= 30 and < 60,Female,4
218,000039,/opt/ml/input/data/train/images/000039_female_Asian_57/mask2.jpg,Wear,>= 30 and < 60,Female,4
219,000039,/opt/ml/input/data/train/images/000039_female_Asian_57/mask3.jpg,Wear,>= 30 and < 60,Female,4
220,000039,/opt/ml/input/data/train/images/000039_female_Asian_57/mask4.jpg,Wear,>= 30 and < 60,Female,4
221,000039,/opt/ml/input/data/train/images/000039_female_Asian_57/mask5.jpg,Wear,>= 30 and < 60,Female,4
222,000039,/opt/ml/input/data/train/images/000039_female_Asian_57/normal.jpg,Not Wear,>= 30 and < 60,Female,16
223,000039,/opt/ml/input/data/train/images/000039_female_Asian_57/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
224,000040,/opt/ml/input/data/train/images/000040_female_Asian_57/mask1.jpg,Wear,>= 30 and < 60,Female,4
225,000040,/opt/ml/input/data/train/images/000040_female_Asian_57/mask2.jpg,Wear,>= 30 and < 60,Female,4
226,000040,/opt/ml/input/data/train/images/000040_female_Asian_57/mask3.jpg,Wear,>= 30 and < 60,Female,4
227,000040,/opt/ml/input/data/train/images/000040_female_Asian_57/mask4.jpg,Wear,>= 30 and < 60,Female,4
228,000040,/opt/ml/input/data/train/images/000040_female_Asian_57/mask5.jpg,Wear,>= 30 and < 60,Female,4
229,000040,/opt/ml/input/data/train/images/000040_female_Asian_57/normal.jpg,Not Wear,>= 30 and < 60,Female,16
230,000040,/opt/ml/input/data/train/images/000040_female_Asian_57/incorrect_mask.jpg,Incorrect,>= 30 and < 60,Female,10
231,000041,/opt/ml/input/data/train/images/000041_female_Asian_58/mask1.jpg,Wear,>= 30 and < 60,Female,4
232,000041,/opt/ml/input/data/train/images/000041_female_Asian_58/mask2.jpg,Wear,>= 30 and < 60,Female,4
233,000041,/opt/ml/input/data/train/images/000041_female_Asian_58/mask3.jpg,Wear,>= 30 and < 60,Female,4
234,000041,/opt/ml/input/data/train/images/000041_female_Asian_58/mask4.jpg,Wear,>= 30 and < 60,Female,4
235,000041,/opt/ml/input/data/train/images/000041_female_Asian_58/mask5.jpg,Wear,>= 30 and < 60,Female,4
